,VEHICLE_IDENTIFICATION_NUMBER
3552,L7TMCLF6Z60PD2754
3553,56CL7L7XPHSG2Z76E
3554,ZYNE4UR7MGBLDA0JS
3555,4HV0MKX7SA2G3TXFA
3556,83J2VS1EWR0HLZS3T
3557,BA5M2N1SNNAYYSS2U
3558,UXHE495F8A9ECL16A
3559,XU6Y9NY29MP5BTRRW
3560,9DZKZA84BNXMASGNW
3561,KE65HV46T6EFKZG71
3562,SK2K1P6XKND46R5HU
3563,8M00E7979FLMS7DNZ
3564,7HSPWGTPSTZYKPWHW
3565,VPS9TT5RVVG1WYAK4
3566,XS6L9UL79UGG2WFD5
3567,U5ETBANAD2Z66E6T0
3568,TM738YCZXK9JNM0PS
3569,EU7JG7W2NUFTMJB5K
3570,7JR9R83B862GK1PTT
3571,5X704R3SMDKUG2U5V
3572,HU54F99CTY9E0M6SJ
3573,Y1U70RVYTLG3K4FTP
3574,GB7LKTNBM7TE7AMHN
3575,82RUFT08NB0N7SRBJ
3576,L61E0BGNG6165YAPM
3577,WS66D0GBMSDCULSWV
3578,EVD5P7545WM3Z6XMK
3579,9U8GES0UJ5GDVS00S
3580,H1Z2MV44N1BAB26H6
3581,B3T23RD9CRSBPEGW3
3582,P6H1C4A2SPP2J18SJ
3583,NK7F1C41DRWNR87KX
3584,HMK2KXFZCHUA59NKF
3585,CBAKHKUPAD7K8K9KA
3586,RGT5426D2AF59A1P3
3587,AAA7Y4X46L2BBSD7E
3588,CZFDALHEZFPD6P7V0
3589,FYS8HD7K6UV8TBXSL
3590,JA2XEEJRB3EDK9BPE
3591,UXM4YABENBWA7FXPP
3592,CXFHBT2KFMR89VUYC
3593,3M45GH53FB3S2KSYF
3594,MX1ZNNADHMK14VC9Y
3595,F013B3Y8BCBBA5H74
3596,Y12PP5YVZSTJJ5EMX
3597,2GMUEZ1FGWTHLSYBH
3598,SJA8KM6D3BP5RYEYG
3599,DT0WGM1JFWE1SC8F0
3600,D8WURZ9HDF0UVDLVV
3601,8GAYYG92MYZN3FR5H
3602,WNPKHDDJ95049HYBV
3603,R9GZAFXHHEVH54FVS
3604,U421WCRUVT2UXD9LD
3605,K3SD9XG5SE9SA4UWH
3606,68Z2TXFB0NNX0ED1B
3607,6SJFLYVMPBCWEB7HV
3608,SUHX2C783TE6LV0V4
3609,RJC45BJYB6E1HZNX3
3610,N8SHN4BJ93XXPB6F8
3611,CGLDAP8A98HDYU7Y4
3612,0L7MCH9NLL6C8NJH5
3613,4L2NUJ1VAUFJCXCY1
3614,C3AKD3BDAXRY2PEBS
3615,X2E9353DMWMLM8SAL
3616,UFEEPHJ7DH96ESCKP
3617,L15NSV05AYCUKEVNN
3618,CZ4DP1FV69S2HAMKE
3619,AZNVB4VV5KEBU73U0
3620,2G7KTZ02M7V4U7DLC
3621,PM1C1E24NA78NG950
3622,N8PKD85L1UMY23YTV
3623,83ZF50WBDK3BEDRR3
3624,Z3RDALT3W3JPWL904
3625,MDFGW3BYD9UNRJ3LT
3626,5JUJ9Y452J0ZPWB4T
3627,BRY1AHHDR9SJ48GWA
3628,GHRR5ZWTNKC22HDJS
3629,0HEUA1LNJ87NDWYXK
3630,GZBSL9RBXTPE4H7WM
3631,6D9EM96NZ8Z0G8K1R
3632,3YR6A4ELLJDTKWR7C
3633,TDMEBU6P21FJLFU79
3634,CEG7UV0BL4C4NVEXG
3635,YU6U70BD1PLZ7EVRH
3636,8WU053L34NRXA8XBJ
3637,LZJ5X8CPBCK3JD5XT
3638,NHAN4UXT0VS5MV2UK
3639,Z42XRCYD4DKVFJAAZ
3640,7B1SEBNJC2FYJ5SWG
3641,C6SHK6ZPLZWH4P9NV
3642,FPHVC35M21UYUNBAJ
3643,072T4NYAP8XDLH61D
3644,5SRWZP5MUJ11BJHP4
3645,WWETNUAK24J9MAELG
3646,UPACDEVZMA78TEK1S
3647,P2BRPV0KNS169B20M
3648,RLSBT0N5U930XH23C
3649,V7R5K6M28N3ZPR4CB
3650,RFAU9ABDSZHY1M778
3651,WDTPYCHHPTJX6R94Z
3652,1S6GNYMK4CWASXUG9
3653,2GBB13XUSB0R2R51A
3654,4948V93PZ07AKC2TZ
3655,1WXPPP69CYL3SE3EE
3656,RN4NS7VU45ZZX45AB
3657,CYCGM16S0VBG3R3GW
3658,PSN04B6SL2YA86BGX
3659,7D6UKMWS4K5FR1LJE
3660,45V1HK3X7H732DBY2
3661,0BL04HPJJ4L5954XZ
3662,0TAVNZTEA1EH97J8E
3663,WJ3J7191SJALW2HKK
3664,JZKB8G0R2CJM65U13
3665,SUD2ZA9YTMJHJC4KV
3666,3D5AC1AU335BY02BW
3667,LEEZX61HR2SR1D6G5
3668,0W64E0SF05CLZVLCT
3669,NZEJ7LNCMHA1CWZ0M
3670,G6L7BD1WEAX0C582J
3671,486AUZ1W1GKG0MY39
3672,N2NH57KJGGYSKDSJ9
3673,Z8A93NDJ4MLY5920S
3674,EKL0V4KWU246L7W0A
3675,SX4868YLK2A3E5J9V
3676,P30S1JDP8XKEJ4SYW
3677,45DA91ZLC0SJWN15J
3678,H1X4PJ0RKX5U5BMH2
3679,0LD283H1EYBFH2P8N
3680,522TGKFYCSDMX9SJB
3681,VBYN9DW08ERMZDMHD
3682,NVD39SLCGCZAD8752
3683,LNPJ5X6ZVJAML5SRD
3684,YG22LLSGZAJGP97M5
3685,4F1G26CERJ9H2524B
3686,KMG0CE20H4PZZ88CB
3687,B2H522NV7M4LFPBAT
3688,8Z0E51K3UK8REN09K
3689,3S6U32932HBWFUT1V
3690,1TRSN9L89UMCT0GMD
3691,G7JJMB4DLVU1AWNP1
3692,XN9AZ6BTPB8WH2ZBS
3693,19XYXXA7X4VJR6SYP
3694,CFYSKUY4TKN9V1BST
3695,F6KKKW31UY1XUVPHS
3696,DGXL4DX6UX1BWVT9Y
3697,SHCP63HBZLYT5CT8W
3698,86ERT7LUG76DSB0R4
3699,VMMV6WRAEYA9MMA1L
3700,X3JKP650B0JGNC0B7
3701,TY0MEKVNXJJZN2F0K
3702,0VSFVRKRAH37CK4MD
3703,8RFR2PFE6CD8DA4HY
3704,G4VH3R0WF63VUUN86
3705,L2BR79PRNLYPYYNJY
3706,ASEUNHMHNL9WP46C2
3707,ULMJPUMAVT869SYWE
3708,VWLH8JHJZKPABS2JE
3709,HEJR8YNREZAJB1WCM
3710,AG8VFDPVKHNGERH0A
3711,S07G645UE2FP9U7R1
3712,HM4S4JV4BX3W97T2T
3713,1VPMT9GNF3SZ1D52A
3714,DDDKLEJFZCCFJGEWG
3715,EH1V5E4MKUZZVPJ2A
3716,YS4DN6K3G9KRD4JAA
3717,6PFLHX8XJSFNXG40G
3718,1UHEB5XKG5673BS7W
3719,EBLJBR6DYETC1MDKG
3720,B2E3X8BW6UNHGUXBZ
3721,CC87RF6W64YL9ARC6
3722,R387CMBVS03MTRWRH
3723,CX8PXV3NFCVMBYXGR
3724,JEMV8N71RVGB7YXY2
3725,RV3U0FUR8ZB51NXAX
3726,UE3TE2C6EWT9BKAWM
3727,15K1NFZFVA8GX4GU9
3728,5ZY8MW54F8Z7HTC1A
3729,8GPE65WXRF4AG9KZ5
3730,2DJ2RVK3PABRDGDM8
3731,329W5Y9HV0T3F5TM5
3732,F2BDTYJM0WG3UE2L8
3733,C4GPG3YX8CJVBCSZ4
3734,VTV64RG273TZ9EF9M
3735,7JJ8HKLT5FY3S55GG
3736,KN69AKLXTWUPCWMJ5
3737,PYTT8B295EE7SHNAC
3738,DWZ0K31Y7NLVJDYD3
3739,JF43KW1L55A0F4SU6
3740,81VX1E6TY9US7EFD0
3741,VZRCZ69WH3PHWVJ1L
3742,UCJFZ0U3XE2BP2KVB
3743,MHHC8VRZAT2WCMSHZ
3744,VL44BS1P52TC5XCD9
3745,3R8139MR8E9NMLE98
3746,5KEY9ZBP05DJLNK62
3747,J190AK8YSUZ4PBJT7
3748,HAWDULW26Z4B1MVNP
3749,U7WGA7S50BA6LVF9Y
3750,NZ4WREFHERKUHA44D
3751,GZSYBAM842G6CB1AC
3752,P435VB16G8FY9C04J
3753,HG1N55Y7VH62TPCHU
3754,222EJH8BTXSGN81ZC
3755,X8KVUEWM1MM6JKVHF
3756,D858AG64B0EEDJ7MD
3757,SCXC05CXMWR9MJ2DP
3758,EYAABG7RL4EDPTW8F
3759,U5UGPK9W91L9DZDSJ
3760,TG1C93V5R5VUZ61R1
3761,ZNNW3R5RULCB5P8KR
3762,M1C3PWGXR6TMNEHSV
3763,NFFTYMSMCFNJ2EVZG
3764,58KT2ZELGXVNMVZG3
3765,64VKJWEXLKBHB2UK6
3766,UWKKKKZL2FG1X81K5
3767,5DYW5AM79BRHUAK6F
3768,6UFCG92XFS0KNACJB
3769,25XVF36AX2R1TPKDU
3770,3K72RH1UARXTZ55VX
3771,EHDFSCZSNHYMSXURB
3772,6BR5KPZCFMEZ19NXU
3773,SD7CH9TMEYEJ6V4GT
3774,1YNB9LZ1FBRV42Z9M
3775,X77Y6HB9GDSBAKLGR
3776,M8G0TMM9NTU9NG4RB
3777,T35ME9RVJB2JMXRX5
3778,SB0VG1046MC8724W9
3779,TG8VDSUHE4VVFXLUZ
3780,GE7H02SD2DFM0M0S9
3781,T61CNJ075YXVZV7V6
3782,6RT95EJPYPT3AX5ES
3783,92S7T01SCYARURSTP
3784,PGSF6U88PSLDKEZK4
3785,8PR2VC9WWRKPXGDLT
3786,HDZ1M18U6EYGTSW01
3787,T0LCGV81HN0AC451N
3788,VEWDR123YYC9ZZZ2A
3789,2FXMDLYG1SE1YRG65
3790,WY9CAC4TJ35VXWL05
3791,W0FB4JS3SFXEVBJY1
3792,9M78AB5P2SL38G4DV
3793,GTYJ6VJ6DTAMFCF30
3794,LWHU6JTU8MVEXTGRP
3795,T5ZDJBP3F5MUAL4BH
3796,5DZ81T3KHV95D2PY8
3797,8PFPBYJ2MZY6YD2Y1
3798,435Y6XGNCLPCUS7C7
3799,MVWS0KEG92GUC8BVE
3800,FK3YVXJBJWLK6LG22
3801,NA60DD3P4JMSVJ8XP
3802,K5GS3BRVZDCMFPNFD
3803,51HYDXEXVGY0LRJY0
3804,F3HP5FFN74JK5MRXB
3805,WK9SWLPD3179UX4SD
3806,A21UVUFLVE8A0SWMX
3807,K2SBTLD14V4DLX3L5
3808,FJ8EARJ696YKUGAG7
3809,L422TZ43F50TH1Y7M
3810,SVY0PBG44XXVDN182
3811,Y0314CPT6ESDTNW86
3812,ALWP55S6DZFPNS348
3813,L71AKUD97SF4YLM63
3814,4R595VUC4M4EUMS06
3815,61157HMYEUW7PAZCU
3816,LD25P4ERX1XHTRUTG
3817,GM9G2B2VJ03MM63FM
3818,8PFJJSHJV2U4ZDE3J
3819,74FXLLH2ZG6EUB356
3820,3JJ4FF8YEMLPCYWUJ
3821,DYBSBH1YCHAYJJ831
3822,RVK73GSFFHHCND5XX
3823,T2PBJTC3J2ZK1D9YZ
3824,H3NWVG00RPXP84NKP
3825,92DH8R0MHE29M2K6D
3826,A15ZXJNUH0UVR3PK3
3827,CA5KSMG48FL8H8SZZ
3828,65TS2AUP5KYTN698K
3829,XF863GY0JPMMVWES5
3830,YT0BT6YK86T2B71G8
3831,6MCRXJ69A2NV0XM2A
3832,7SXB21HGTS6CY5G4B
3833,3BZNEBE9CDNT8281A
3834,FPZE19RY2R5P10FZJ
3835,35FZYKDHCPD6ELB6U
3836,KU7KSE0S3S9SM9S2W
3837,84KKGTAULU7K5L6VU
3838,WKLFEPKNYJRYF71SB
3839,J51BDC45N36J8CA9J
3840,J4ZFYCFYRHJ7PK02H
3841,UU5JSBGRWW0L0X60S
3842,0NKRXJ42RVA9K1MWF
3843,XYXT9ABL4GNG8EUP1
3844,FNUD63C0FTEMN6R0J
3845,KEE52SX04AHF1A5DV
3846,ZMSLZVN9JJVZV9W7Z
3847,BZFYDJ5VEC9BKEFYZ
3848,0NZL83FNPXE48CTW6
3849,NTCPKKUEGULSW51VV
3850,18WGW9VKBD8XXR98Y
3851,H6U3D888FVZ6CSMDY
3852,2HR9Z0GLG88R39103
3853,WUGMBVV4LW3DKF2DR
3854,X3PSCVU0SW2EU7E7E
3855,58T2XCCU0NBA1PNM2
3856,DPTJNXUHPV1VH5SRJ
3857,NR8EVDP44Y1UL84X8
3858,NTEEDU74EM6L6KB9F
3859,JABNR75L8X7CHYFBB
3860,B4EXLFBV5U93R7SZP
3861,XT3B4UXBFX3UL1UZ6
3862,BU979651Z7X1TKWFT
3863,WJJHS31N4PKGKADY3
3864,YMT4F6TDCMLRYZM7S
3865,WYUS4PDRCV17L0P3W
3866,UKE0523U0DL541YVW
3867,4MUME66ZFVTS60T4D
3868,MZB535CUC8UCYS8ZZ
3869,FV25BHD1JBHH6SZ82
3870,BEG03J6638S1FVVML
3871,N3E6AK29ZULVBB58H
3872,2J1JFJYRTDD2T1M3F
3873,PW6YK4AW1U2C9LM14
3874,GLVZGGVG26XNW81RE
3875,J8LR9VFLS779XMJYD
3876,W2EVBZJEKX0ZTUVMG
3877,BU9JPSJN36AET9W2W
3878,DFUR601THHR4B06R9
3879,GVN1FD9XK9FC659R6
3880,F4AY3ZVF43XYKFTD3
3881,BVYDT4BWY4WPJ86FZ
3882,E4DFRDYA8NASV0PME
3883,8EGPSMA5TC1UXBHXA
3884,HYY3YEH3EM7L5K47A
3885,VWU8MW9U5H020C1UW
3886,B0BFX0GT9VLAMNWEX
3887,TNSYLKY76UAXEG4MY
3888,MJVYMYHX2E8NZMDAA
3889,56Z1KDFR2FAERZT98
3890,VLX1C1SUSK2K2FGUB
3891,KNPJ584K04ZCXYLVJ
3892,HPCRXJMFLVGGHZFNV
3893,BJ5WW6YSBYHSSW79X
3894,4T4HYZA3R2REBHMFA
3895,02TEL6JHN0GCF9RN4
3896,D35WNX9XFEXVT9NVC
3897,HL7C9A37L6BAA028L
3898,TSVDBN6JMEZRLKJVA
3899,D5T93C1DF1AX4EFA3
3900,GPAB1RER9CLZW1P9A
3901,L77WYM6FG8YSKE6G0
3902,5B2G6AWN7ZXJGFVKN
3903,B0S5GY67SV8900PSD
3904,DVF0HJ7RXWJ66ND0C
3905,V9N0B6JW4W8DTDFMJ
3906,02WRYW5TCGC5KXPCB
3907,XSLPEY7U12PLPCDMW
3908,8W7Y7M51PLUHPZNF2
3909,TBR52S93DKHDG8LVX
3910,9CHNVJ2ZPJX13446B
3911,DXJ4TANML7ZYYTJY3
3912,HPJGWSV5SHZ9NYZC5
3913,12LE9Z9D9LHZALTAX
3914,E9CVZCMLLWK7PRZNW
3915,GEE6WADH9GEZ2UR49
3916,412HNNFAE0N4C2N4K
3917,ZWEGMC7ZHE7HPL3JE
3918,BC0SHGT62G0ABG1E3
3919,HHPB97CYSGG7P3T5X
3920,Y34VSV2T6NAWF4YJ2
3921,34D5HM3VZCWU0FMUA
3922,SFCF1G16BDRAFJVL2
3923,X1GJA887HS06VRK88
3924,YEC2PZ1EAG889FWV8
3925,Y4UUL6SSVFHF2WED0
3926,X9820R4JH8W95HRFW
3927,PTM7LAUPLGKXJNJXN
3928,GH4KESFPV357XYX77
3929,XZ7EW45GF2N05C59B
3930,07CC34J6D2S7JAX16
3931,N4E22A9FNVDHMDS93
3932,MP591LUX7XDU5F7AA
3933,X5KLH1MHNWCWKB752
3934,H29F9VDAZ8527THRY
3935,KJ4SBZPMP8SK1MZZK
3936,ZA4K576GKRJ57NNXX
3937,XB6EXB0Y3JJHTGAW0
3938,MN3LPFWCJTN6TN6LK
3939,B0HFBJ0KRL3SKJE0D
3940,VB2MV1F91F6RHPZR7
3941,1WPB67ASKWSW99R9D
3942,KRCTGYAV0539TGHYG
3943,F64VE0DWBSXCBM4PS
3944,3UM6GJEAXU0FXP1AF
3945,C93A1BLS8F3NCRCNX
3946,6ASLP4E1H3A55759C
3947,L7X4Z5FXY5KCN8982
3948,VL6GAT6CG7CX53X5T
3949,H72ESJXLGATX0N5DH
3950,FHK9Y1RKP5VDZ0CH1
3951,TUP5RLTNLP49G7YC3
3952,J8GUY0C28LPULG0BH
3953,473YR1BPADX6SES4U
3954,UY502DP8KTD0RSSMC
3955,MGLJV4MG93REF32MD
3956,DXKZF217BSB47JPYP
3957,GEFGYT8J23VZH92WM
3958,MSECYNXMWMNU7VWLE
3959,JX1ZBA0NGTXMEA9US
3960,VPJY3MVEAWP0EE6B9
3961,3V1305GGVCTZ5FZ56
3962,RE9AKMHAGD592KMA2
3963,K6ESH3SM9KAJ1HD9A
3964,LHU45GN6NHY4DCZL0
3965,FYANNRXXAVP2Y529M
3966,ART9JSSL5SFKZ34WT
3967,CSMK1YY95YZ9Z3JH2
3968,CRWSCH4NGPF4XN4C5
3969,924URRGADM4V73AZ0
3970,1YH46E8PA41P42LBK
3971,MCJGG5XCD5TKYLZKZ
3972,0F9J3GGE0TU7KJTZ6
3973,VCWCDND6NCS870K43
3974,0JYESKWF0HKU569KG
3975,1TP9FWZ26L5449LJV
3976,TTN5XTMAZSK9D7ZUU
3977,NU87BWA3LSHL7SMBG
3978,3J1U47JRW8TRLS709
3979,3V5DHSXZWUSET724S
3980,W8RU5M7WFYV64T1EW
3981,HYFRHY5V52JFUDC5J
3982,3CJ7U35BMZ8RT37TF
3983,Z5URS9XUT9L97ZKA3
3984,W1V8PUDF09TAY581Y
3985,795YBCPXVHXJC28ME
3986,B0CHP2U8WXA406GYP
3987,VRE4J0Y5FDBRME8WN
3988,8VB38BNC8GVX894BL
3989,YAH1FSG1TRJZ9M6A5
3990,4W0VSVU3F9T993KZ0
3991,SS3L4UZZABD59SUUE
3992,DXP3CCLTT4V08XUGA
3993,52YTVRLA75L7FT9ZE
3994,TYJZ15K7381CT4H95
3995,31XYM1C4CM80JEZLJ
3996,X9YTAALX1V50PWK8L
3997,U6NN2E7DXT02MEKXP
3998,EFP7V3A4858T8H9R9
3999,0UCRAR8ZLP37JWHLB
